8,8,8,8,8,22
8,8,8,8,12,21
8,8,8,8,15,20
8,8,8,8,18,18
8,8,8,8,20,15
8,8,8,8,21,12
8,8,8,8,22,8
8,8,8,9,11,21
8,8,8,9,21,11
8,8,8,10,10,21
8,8,8,10,14,20
8,8,8,10,16,19
8,8,8,10,19,16
8,8,8,10,20,14
8,8,8,10,21,10
8,8,8,11,9,21
8,8,8,11,13,20
8,8,8,11,17,18
8,8,8,11,18,17
8,8,8,11,20,13
8,8,8,11,21,9
8,8,8,12,8,21
8,8,8,12,12,20
8,8,8,12,15,19
8,8,8,12,19,15
8,8,8,12,20,12
8,8,8,12,21,8
8,8,8,13,11,20
8,8,8,13,20,11
8,8,8,14,10,20
8,8,8,14,14,19
8,8,8,14,16,18
8,8,8,14,17,17
8,8,8,14,18,16
8,8,8,14,19,14
8,8,8,14,20,10
8,8,8,15,8,20
8,8,8,15,12,19
8,8,8,15,15,18
8,8,8,15,18,15
8,8,8,15,19,12
8,8,8,15,20,8
8,8,8,16,10,19
8,8,8,16,14,18
8,8,8,16,18,14
8,8,8,16,19,10
8,8,8,17,11,18
8,8,8,17,14,17
8,8,8,17,17,14
8,8,8,17,18,11
8,8,8,18,8,18
8,8,8,18,11,17
8,8,8,18,14,16
8,8,8,18,15,15
8,8,8,18,16,14
8,8,8,18,17,11
8,8,8,18,18,8
8,8,8,19,10,16
8,8,8,19,12,15
8,8,8,19,14,14
8,8,8,19,15,12
8,8,8,19,16,10
8,8,8,20,8,15
8,8,8,20,10,14
8,8,8,20,11,13
8,8,8,20,12,12
8,8,8,20,13,11
8,8,8,20,14,10
8,8,8,20,15,8
8,8,8,21,8,12
8,8,8,21,9,11
8,8,8,21,10,10
8,8,8,21,11,9
8,8,8,21,12,8
8,8,8,22,8,8
8,8,9,8,11,21
8,8,9,8,21,11
8,8,9,9,10,21
8,8,9,9,14,20
8,8,9,9,16,19
8,8,9,9,19,16
8,8,9,9,20,14
8,8,9,9,21,10
8,8,9,10,9,21
8,8,9,10,13,20
8,8,9,10,17,18
8,8,9,10,18,17
8,8,9,10,20,13
8,8,9,10,21,9
8,8,9,11,8,21
8,8,9,11,12,20
8,8,9,11,15,19
8,8,9,11,19,15
8,8,9,11,20,12
8,8,9,11,21,8
8,8,9,12,11,20
8,8,9,12,20,11
8,8,9,13,10,20
8,8,9,13,14,19
8,8,9,13,16,18
8,8,9,13,17,17
8,8,9,13,18,16
8,8,9,13,19,14
8,8,9,13,20,10
8,8,9,14,9,20
8,8,9,14,13,19
8,8,9,14,19,13
8,8,9,14,20,9
8,8,9,15,11,19
8,8,9,15,16,17
8,8,9,15,17,16
8,8,9,15,19,11
8,8,9,16,9,19
8,8,9,16,13,18
8,8,9,16,15,17
8,8,9,16,17,15
8,8,9,16,18,13
8,8,9,16,19,9
8,8,9,17,10,18
8,8,9,17,13,17
8,8,9,17,15,16
8,8,9,17,16,15
8,8,9,17,17,13
8,8,9,17,18,10
8,8,9,18,10,17
8,8,9,18,13,16
8,8,9,18,16,13
8,8,9,18,17,10
8,8,9,19,9,16
8,8,9,19,11,15
8,8,9,19,13,14
8,8,9,19,14,13
8,8,9,19,15,11
8,8,9,19,16,9
8,8,9,20,9,14
8,8,9,20,10,13
8,8,9,20,11,12
8,8,9,20,12,11
8,8,9,20,13,10
8,8,9,20,14,9
8,8,9,21,8,11
8,8,9,21,9,10
8,8,9,21,10,9
8,8,9,21,11,8
8,8,10,8,10,21
8,8,10,8,14,20
8,8,10,8,16,19
8,8,10,8,19,16
8,8,10,8,20,14
8,8,10,8,21,10
8,8,10,9,9,21
8,8,10,9,13,20
8,8,10,9,17,18
8,8,10,9,18,17
8,8,10,9,20,13
8,8,10,9,21,9
8,8,10,10,8,21
8,8,10,10,12,20
8,8,10,10,15,19
8,8,10,10,19,15
8,8,10,10,20,12
8,8,10,10,21,8
8,8,10,11,11,20
8,8,10,11,20,11
8,8,10,12,10,20
8,8,10,12,14,19
8,8,10,12,16,18
8,8,10,12,17,17
8,8,10,12,18,16
8,8,10,12,19,14
8,8,10,12,20,10
8,8,10,13,9,20
8,8,10,13,13,19
8,8,10,13,19,13
8,8,10,13,20,9
8,8,10,14,8,20
8,8,10,14,12,19
8,8,10,14,15,18
8,8,10,14,18,15
8,8,10,14,19,12
8,8,10,14,20,8
8,8,10,15,10,19
8,8,10,15,14,18
8,8,10,15,18,14
8,8,10,15,19,10
8,8,10,16,8,19
8,8,10,16,12,18
8,8,10,16,16,16
8,8,10,16,18,12
8,8,10,16,19,8
8,8,10,17,9,18
8,8,10,17,12,17
8,8,10,17,17,12
8,8,10,17,18,9
8,8,10,18,9,17
8,8,10,18,12,16
8,8,10,18,14,15
8,8,10,18,15,14
8,8,10,18,16,12
8,8,10,18,17,9
8,8,10,19,8,16
8,8,10,19,10,15
8,8,10,19,12,14
8,8,10,19,13,13
8,8,10,19,14,12
8,8,10,19,15,10
8,8,10,19,16,8
8,8,10,20,8,14
8,8,10,20,9,13
8,8,10,20,10,12
8,8,10,20,11,11
8,8,10,20,12,10
8,8,10,20,13,9
8,8,10,20,14,8
8,8,10,21,8,10
8,8,10,21,9,9
8,8,10,21,10,8
8,8,11,8,9,21
8,8,11,8,13,20
8,8,11,8,17,18
8,8,11,8,18,17
8,8,11,8,20,13
8,8,11,8,21,9
8,8,11,9,8,21
8,8,11,9,12,20
8,8,11,9,15,19
8,8,11,9,19,15
8,8,11,9,20,12
8,8,11,9,21,8
8,8,11,10,11,20
8,8,11,10,20,11
8,8,11,11,10,20
8,8,11,11,14,19
8,8,11,11,16,18
8,8,11,11,17,17
8,8,11,11,18,16
8,8,11,11,19,14
8,8,11,11,20,10
8,8,11,12,9,20
8,8,11,12,13,19
8,8,11,12,19,13
8,8,11,12,20,9
8,8,11,13,8,20
8,8,11,13,12,19
8,8,11,13,15,18
8,8,11,13,18,15
8,8,11,13,19,12
8,8,11,13,20,8
8,8,11,14,11,19
8,8,11,14,16,17
8,8,11,14,17,16
8,8,11,14,19,11
8,8,11,15,9,19
8,8,11,15,13,18
8,8,11,15,15,17
8,8,11,15,17,15
8,8,11,15,18,13
8,8,11,15,19,9
8,8,11,16,11,18
8,8,11,16,14,17
8,8,11,16,17,14
8,8,11,16,18,11
8,8,11,17,8,18
8,8,11,17,11,17
8,8,11,17,14,16
8,8,11,17,15,15
8,8,11,17,16,14
8,8,11,17,17,11
8,8,11,17,18,8
8,8,11,18,8,17
8,8,11,18,11,16
8,8,11,18,13,15
8,8,11,18,15,13
8,8,11,18,16,11
8,8,11,18,17,8
8,8,11,19,9,15
8,8,11,19,11,14
8,8,11,19,12,13
8,8,11,19,13,12
8,8,11,19,14,11
8,8,11,19,15,9
8,8,11,20,8,13
8,8,11,20,9,12
8,8,11,20,10,11
